Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Alex Nedeljkovic,,,G,8300,CAR,@CLS,0,56%,2.59,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Curtis McElhinney,,,G,8300,TB,@NSH,2,60%,2.49,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,21.4,2.6,0.0,0.0
Frederik Andersen,,,G,8100,TOR,VAN,1,64%,2.80,59.8,62.4,62.4,0.896,0.896,17.4,16.6,16.6,5.1,28.0,20.5,2.5,0.0,0.0
Semyon Varlamov,,,G,7700,NYI,@NYR,1,49%,2.78,60.0,60.0,60.0,0.916,0.916,11.7,18.7,18.7,0.0,37.5,18.1,2.4,0.0,0.0
Jordan Binnington,,,G,7600,STL,ARI,1,60%,2.49,60.1,65.9,65.9,0.911,0.911,21.9,19.3,19.3,8.1,30.4,19.3,2.5,0.0,0.0
Braden Holtby,,,G,7500,VAN,@TOR,1,36%,3.70,47.7,55.2,55.2,0.885,0.885,8.6,12.0,12.0,-1.0,25.0,13.4,1.8,0.0,0.0
Igor Shesterkin,,,G,7300,NYR,NYI,3,51%,2.72,61.1,54.7,54.7,0.913,0.913,17.6,14.5,14.5,3.0,26.0,20.5,2.8,0.0,0.0
Darcy Kuemper,,,G,7300,ARI,@STL,1,40%,3.01,58.8,59.5,59.5,0.911,0.911,16.0,14.1,14.1,4.9,23.4,16.8,2.3,0.0,0.0
Joonas Korpisalo,,,G,7100,CLS,CAR,0,44%,2.91,55.2,57.0,57.0,0.899,0.899,9.9,14.3,14.3,-0.9,29.5,16.3,2.3,0.0,0.0
Pekka Rinne,,,G,7100,NSH,TB,2,40%,3.01,40.4,40.2,40.2,0.902,0.902,13.3,9.6,9.6,-0.5,19.7,15.5,2.2,0.0,0.0
Matthew Murray,,,G,6700,OTT,EDM,1,37%,3.67,49.3,52.0,52.0,0.875,0.875,7.4,8.4,8.4,-4.7,21.4,14.8,2.2,0.0,0.0
Mike Smith,,,G,6500,EDM,@OTT,1,63%,2.83,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,19.6,3.0,0.0,0.0
